subj,trial,block,cond,spkr,adapt,stim,resp,exper.half,vowel,step,exper,word,Ncond,Nvowel,Nstep,Nspkr,Nhalf,gender,age,ling,L1,L2
s10z,19,block0,high,Kim,final_ZOAT_high_s12.wav,final_s12_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,20,block1,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,21,block1,high,Kim,final_ZATE_high_s12.wav,final_s12_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,22,block1,high,Kim,final_ZEET_high_s12.wav,final_s12_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,23,block1,high,Kim,final_ZEET_high_s12.wav,final_s12_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,24,block1,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,25,block1,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,26,block1,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,27,block1,high,Kim,final_ZATE_high_s12.wav,final_s12_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,28,block1,high,Kim,final_ZOAT_high_s12.wav,final_s12_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,29,block1,high,Kim,final_ZOT_high_s12.wav,final_s12_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,30,block1,high,Kim,final_ZAT_high_s12.wav,final_s12_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,31,block1,high,Kim,final_ZIT_high_s12.wav,final_s12_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,32,block1,high,Kim,final_ZUT_high_s12.wav,final_s12_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,33,block1,high,Kim,final_ZOT_high_s12.wav,final_s12_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,34,block1,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,1,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,35,block1,high,Kim,final_ZIT_high_s12.wav,final_s12_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,36,block1,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,37,block1,high,Kim,final_ZOAT_high_s12.wav,final_s12_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,38,block1,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,39,block1,high,Kim,final_ZUT_high_s12.wav,final_s12_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,40,block2,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,1,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,41,block2,high,Kim,final_ZEET_high_s12.wav,final_s12_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,42,block2,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,43,block2,high,Kim,final_ZOAT_high_s12.wav,final_s12_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,44,block2,high,Kim,final_ZOT_high_s12.wav,final_s12_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,45,block2,high,Kim,final_ZUT_high_s12.wav,final_s12_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,46,block2,high,Kim,final_ZAT_high_s12.wav,final_s12_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,47,block2,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,48,block2,high,Kim,final_ZUT_high_s12.wav,final_s12_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,49,block2,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,50,block2,high,Kim,final_ZOT_high_s12.wav,final_s12_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,51,block2,high,Kim,final_ZATE_high_s12.wav,final_s12_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,52,block2,high,Kim,final_ZEET_high_s12.wav,final_s12_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,53,block2,high,Kim,final_ZIT_high_s12.wav,final_s12_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,54,block2,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,55,block2,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,56,block2,high,Kim,final_ZOAT_high_s12.wav,final_s12_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,57,block2,high,Kim,final_ZATE_high_s12.wav,final_s12_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,58,block2,high,Kim,final_ZIT_high_s12.wav,final_s12_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,59,block2,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,60,block3,high,Kim,final_ZIT_high_s12.wav,final_s12_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,61,block3,high,Kim,final_ZUT_high_s12.wav,final_s12_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,62,block3,high,Kim,final_ZATE_high_s12.wav,final_s12_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,63,block3,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,64,block3,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,65,block3,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,66,block3,high,Kim,final_ZEET_high_s12.wav,final_s12_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,67,block3,high,Kim,final_ZAT_high_s12.wav,final_s12_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,68,block3,high,Kim,final_ZOT_high_s12.wav,final_s12_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,69,block3,high,Kim,final_ZIT_high_s12.wav,final_s12_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,70,block3,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,71,block3,high,Kim,final_ZOAT_high_s12.wav,final_s12_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,72,block3,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,1,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,73,block3,high,Kim,final_ZEET_high_s12.wav,final_s12_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,74,block3,high,Kim,final_ZOAT_high_s12.wav,final_s12_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,75,block3,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,76,block3,high,Kim,final_ZATE_high_s12.wav,final_s12_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,77,block3,high,Kim,final_ZUT_high_s12.wav,final_s12_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,78,block3,high,Kim,final_ZOT_high_s12.wav,final_s12_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,79,block3,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,80,block4,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,81,block4,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,82,block4,high,Kim,final_ZOT_high_s12.wav,final_s12_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,83,block4,high,Kim,final_ZUT_high_s12.wav,final_s12_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,84,block4,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,85,block4,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,86,block4,high,Kim,final_ZAT_high_s12.wav,final_s12_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,87,block4,high,Kim,final_ZOAT_high_s12.wav,final_s12_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,88,block4,high,Kim,final_ZIT_high_s12.wav,final_s12_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,89,block4,high,Kim,final_ZIT_high_s12.wav,final_s12_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,90,block4,high,Kim,final_ZATE_high_s12.wav,final_s12_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,91,block4,high,Kim,final_ZUT_high_s12.wav,final_s12_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,92,block4,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,93,block4,high,Kim,final_ZEET_high_s12.wav,final_s12_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,94,block4,high,Kim,final_ZOAT_high_s12.wav,final_s12_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,95,block4,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,1,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,96,block4,high,Kim,final_ZEET_high_s12.wav,final_s12_uw_stim2.wav,1,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,97,block4,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,98,block4,high,Kim,final_ZOT_high_s12.wav,final_s12_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,99,block4,high,Kim,final_ZATE_high_s12.wav,final_s12_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,100,block5,high,Kim,final_ZOT_high_s12.wav,final_s12_uw_stim7.wav,1,second,uw,7,z,ZOT,0.5,0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,101,block5,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,1,second,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,102,block5,high,Kim,final_ZATE_high_s12.wav,final_s12_uw_stim10.wav,1,second,uw,10,z,ZATE,0.5,0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,103,block5,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_uw_stim8.wav,1,second,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,104,block5,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,second,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,105,block5,high,Kim,final_ZIT_high_s12.wav,final_s12_uw_stim4.wav,2,second,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,106,block5,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,second,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,107,block5,high,Kim,final_ZEET_high_s12.wav,final_s12_iy_stim2.wav,2,second,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,108,block5,high,Kim,final_ZOAT_high_s12.wav,final_s12_iy_stim5.wav,2,second,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,109,block5,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,1,second,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s10z,110,block5,high,Kim,final_ZAT_high_s12.wav,final_s12_uw_stim11.wav,1,second,uw,11,z,ZAT,0.5,0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,111,block5,high,Kim,final_ZUT_high_s12.wav,final_s12_uw_stim9.wav,1,second,uw,9,z,ZUT,0.5,0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,112,block5,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,second,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,113,block5,high,Kim,final_ZEET_high_s12.wav,final_s12_uw_stim2.wav,2,second,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,-0.5,-0.5,F,21,monolingual,English,
s10z,114,block5,high,Kim,final_ZUT_high_s12.wav,final_s12_iy_stim9.wav,1,second,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,115,block5,high,Kim,final_ZATE_high_s12.wav,final_s12_iy_stim10.wav,1,second,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,-0.5,-0.5,F,21,monolingual,English,
s10z,116,block5,high,Kim,final_ZOT_high_s12.wav,final_s12_iy_stim7.wav,1,second,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,117,block5,high,Kim,final_ZIT_high_s12.wav,final_s12_iy_stim4.wav,2,second,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,-0.5,-0.5,F,21,monolingual,English,
s10z,118,block5,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,1,second,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,-0.5,F,21,monolingual,English,
s10z,119,block5,high,Kim,final_ZOAT_high_s12.wav,final_s12_uw_stim5.wav,2,second,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,-0.5,-0.5,F,21,monolingual,English,
s11z,0,block0,high,Kim,final_ZOAT_high_s12.wav,final_s12_uw_stim5.wav,1,first,uw,5,z,ZOAT,0.5,0.5,-0.522194109801794,-0.5,0.5,F,22,monolingual,English,
s11z,1,block0,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,first,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,0.5,F,22,monolingual,English,
s11z,2,block0,high,Kim,final_ZOT_high_s12.wav,final_s12_uw_stim7.wav,1,first,uw,7,z,ZOT,0.5,0.5,0.174064703267265,-0.5,0.5,F,22,monolingual,English,
s11z,3,block0,high,Kim,final_ZATE_high_s12.wav,final_s12_uw_stim10.wav,1,first,uw,10,z,ZATE,0.5,0.5,1.21845292287085,-0.5,0.5,F,22,monolingual,English,
s11z,4,block0,high,Kim,final_ZIT_high_s12.wav,final_s12_uw_stim4.wav,2,first,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,-0.5,0.5,F,22,monolingual,English,
s11z,5,block0,high,Kim,final_ZIT_high_s12.wav,final_s12_iy_stim4.wav,2,first,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,-0.5,0.5,F,22,monolingual,English,
s11z,6,block0,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,first,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,0.5,F,22,monolingual,English,
s11z,7,block0,high,Kim,final_ZUT_high_s12.wav,final_s12_iy_stim9.wav,1,first,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,-0.5,0.5,F,22,monolingual,English,
s11z,8,block0,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,first,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,0.5,F,22,monolingual,English,
s11z,9,block0,high,Kim,final_ZEET_high_s12.wav,final_s12_iy_stim2.wav,2,first,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,-0.5,0.5,F,22,monolingual,English,
s11z,10,block0,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,1,first,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,0.5,F,22,monolingual,English,
s11z,11,block0,high,Kim,final_ZEET_high_s12.wav,final_s12_uw_stim2.wav,2,first,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,-0.5,0.5,F,22,monolingual,English,
s11z,12,block0,high,Kim,final_ZATE_high_s12.wav,final_s12_iy_stim10.wav,1,first,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,-0.5,0.5,F,22,monolingual,English,
s11z,13,block0,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,-0.5,0.5,F,22,monolingual,English,
s11z,14,block0,high,Kim,final_ZOT_high_s12.wav,final_s12_iy_stim7.wav,2,first,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,-0.5,0.5,F,22,monolingual,English,
s11z,15,block0,high,Kim,final_ZAT_high_s12.wav,final_s12_uw_stim11.wav,1,first,uw,11,z,ZAT,0.5,0.5,1.56658232940538,-0.5,0.5,F,22,monolingual,English,
s11z,16,block0,high,Kim,final_ZUT_high_s12.wav,final_s12_uw_stim9.wav,1,first,uw,9,z,ZUT,0.5,0.5,0.870323516336324,-0.5,0.5,F,22,monolingual,English,
s11z,17,block0,high,Kim,final_ZOAT_high_s12.wav,final_s12_iy_stim5.wav,2,first,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,-0.5,0.5,F,22,monolingual,English,
s11z,18,block0,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,2,first,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,0.5,F,22,monolingual,English,
s11z,19,block0,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,1,first,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,0.5,F,22,monolingual,English,
s11z,20,block1,high,Kim,final_ZAT_high_s12.wav,final_s12_iy_stim11.wav,1,first,iy,11,z,ZAT,0.5,-0.5,1.56658232940538,-0.5,0.5,F,22,monolingual,English,
s11z,21,block1,high,Kim,final_ZATE_high_s12.wav,final_s12_iy_stim10.wav,1,first,iy,10,z,ZATE,0.5,-0.5,1.21845292287085,-0.5,0.5,F,22,monolingual,English,
s11z,22,block1,high,Kim,final_ZOT_high_s12.wav,final_s12_uw_stim7.wav,1,first,uw,7,z,ZOT,0.5,0.5,0.174064703267265,-0.5,0.5,F,22,monolingual,English,
s11z,23,block1,high,Kim,final_ZOT_high_s12.wav,final_s12_iy_stim7.wav,1,first,iy,7,z,ZOT,0.5,-0.5,0.174064703267265,-0.5,0.5,F,22,monolingual,English,
s11z,24,block1,high,Kim,final_ZET_high_s12.wav,final_s12_iy_stim3.wav,2,first,iy,3,z,ZET,0.5,-0.5,-1.21845292287085,-0.5,0.5,F,22,monolingual,English,
s11z,25,block1,high,Kim,final_ZIT_high_s12.wav,final_s12_iy_stim4.wav,2,first,iy,4,z,ZIT,0.5,-0.5,-0.870323516336324,-0.5,0.5,F,22,monolingual,English,
s11z,26,block1,high,Kim,final_ZET_high_s12.wav,final_s12_uw_stim3.wav,2,first,uw,3,z,ZET,0.5,0.5,-1.21845292287085,-0.5,0.5,F,22,monolingual,English,
s11z,27,block1,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_uw_stim8.wav,1,first,uw,8,z,ZOUGHT,0.5,0.5,0.522194109801794,-0.5,0.5,F,22,monolingual,English,
s11z,28,block1,high,Kim,final_ZUT_high_s12.wav,final_s12_iy_stim9.wav,1,first,iy,9,z,ZUT,0.5,-0.5,0.870323516336324,-0.5,0.5,F,22,monolingual,English,
s11z,29,block1,high,Kim,final_ZOUGHT_high_s12.wav,final_s12_iy_stim8.wav,1,first,iy,8,z,ZOUGHT,0.5,-0.5,0.522194109801794,-0.5,0.5,F,22,monolingual,English,
s11z,30,block1,high,Kim,final_ZOOT_high_s12.wav,final_s12_iy_stim6.wav,1,first,iy,6,z,ZOOT,0.5,-0.5,-0.174064703267265,-0.5,0.5,F,22,monolingual,English,
s11z,31,block1,high,Kim,final_ZEET_high_s12.wav,final_s12_uw_stim2.wav,2,first,uw,2,z,ZEET,0.5,0.5,-1.56658232940538,-0.5,0.5,F,22,monolingual,English,
s11z,32,block1,high,Kim,final_ZEET_high_s12.wav,final_s12_iy_stim2.wav,2,first,iy,2,z,ZEET,0.5,-0.5,-1.56658232940538,-0.5,0.5,F,22,monolingual,English,
s11z,33,block1,high,Kim,final_ZUT_high_s12.wav,final_s12_uw_stim9.wav,1,first,uw,9,z,ZUT,0.5,0.5,0.870323516336324,-0.5,0.5,F,22,monolingual,English,
s11z,34,block1,high,Kim,final_ZOAT_high_s12.wav,final_s12_iy_stim5.wav,2,first,iy,5,z,ZOAT,0.5,-0.5,-0.522194109801794,-0.5,0.5,F,22,monolingual,English,
s11z,35,block1,high,Kim,final_ZOOT_high_s12.wav,final_s12_uw_stim6.wav,1,first,uw,6,z,ZOOT,0.5,0.5,-0.174064703267265,-0.5,0.5,F,22,monolingual,English,
s11z,36,block1,high,Kim,final_ZIT_high_s12.wav,final_s12_uw_stim4.wav,2,first,uw,4,z,ZIT,0.5,0.5,-0.870323516336324,-0.5,0.5,F,22,monolingual,English,
